lotteryDrawTime,lotteryDrawNum,lotteryDrawResult,red_1,red_2,red_3,red_4,red_5,blue_1,blue_2
2025-07-16,25080,09 10 18 22 24 03 12,9,10,18,22,24,3,12
2025-07-14,25079,02 14 32 34 35 05 11,2,14,32,34,35,5,11
2025-07-12,25078,07 10 15 21 24 05 06,7,10,15,21,24,5,6
2025-07-09,25077,12 14 16 19 28 01 04,12,14,16,19,28,1,4
2025-07-07,25076,11 18 22 25 29 04 12,11,18,22,25,29,4,12
2025-07-05,25075,08 12 16 19 35 06 09,8,12,16,19,35,6,9
2025-07-02,25074,02 11 15 18 21 05 10,2,11,15,18,21,5,10
2025-06-30,25073,01 04 17 33 34 03 09,1,4,17,33,34,3,9
2025-06-28,25072,04 07 15 24 29 01 04,4,7,15,24,29,1,4
2025-06-25,25071,01 08 25 31 33 05 11,1,8,25,31,33,5,11
2025-06-23,25070,08 09 15 20 22 04 12,8,9,15,20,22,4,12
2025-06-21,25069,04 06 07 33 34 09 10,4,6,7,33,34,9,10
2025-06-18,25068,01 04 17 20 22 04 10,1,4,17,20,22,4,10
2025-06-16,25067,06 10 12 21 22 01 06,6,10,12,21,22,1,6
2025-06-14,25066,15 18 27 28 34 03 06,15,18,27,28,34,3,6
2025-06-11,25065,07 25 32 33 35 04 09,7,25,32,33,35,4,9
2025-06-09,25064,05 10 18 20 34 01 08,5,10,18,20,34,1,8
2025-06-07,25063,05 18 26 29 32 07 10,5,18,26,29,32,7,10
2025-06-04,25062,14 20 27 28 29 06 10,14,20,27,28,29,6,10
2025-06-02,25061,02 11 16 23 28 05 10,2,11,16,23,28,5,10
2025-05-31,25060,12 14 19 33 34 01 07,12,14,19,33,34,1,7
2025-05-28,25059,03 09 10 11 26 01 02,3,9,10,11,26,1,2
2025-05-26,25058,06 11 15 21 23 01 07,6,11,15,21,23,1,7
2025-05-24,25057,09 10 11 12 29 01 10,9,10,11,12,29,1,10
2025-05-21,25056,12 15 28 29 32 08 11,12,15,28,29,32,8,11
2025-05-19,25055,08 10 25 29 30 01 02,8,10,25,29,30,1,2
2025-05-17,25054,03 12 16 21 29 01 02,3,12,16,21,29,1,2
2025-05-14,25053,14 23 29 30 33 06 12,14,23,29,30,33,6,12
2025-05-12,25052,02 04 11 29 30 02 08,2,4,11,29,30,2,8
2025-05-10,25051,02 04 13 29 31 05 12,2,4,13,29,31,5,12
2025-05-07,25050,15 18 20 21 34 04 10,15,18,20,21,34,4,10
2025-05-05,25049,09 20 22 29 34 03 08,9,20,22,29,34,3,8
2025-05-03,25048,02 06 17 23 35 06 11,2,6,17,23,35,6,11
2025-04-30,25047,03 10 11 12 21 02 03,3,10,11,12,21,2,3
2025-04-28,25046,04 10 15 20 34 04 07,4,10,15,20,34,4,7
2025-04-26,25045,08 11 21 23 27 03 08,8,11,21,23,27,3,8
2025-04-23,25044,15 17 21 22 26 02 08,15,17,21,22,26,2,8
2025-04-21,25043,03 16 20 21 27 09 11,3,16,20,21,27,9,11
2025-04-19,25042,06 08 11 18 20 05 11,6,8,11,18,20,5,11
2025-04-16,25041,03 04 21 22 27 05 11,3,4,21,22,27,5,11
2025-04-14,25040,02 08 16 31 32 04 12,2,8,16,31,32,4,12
2025-04-12,25039,03 07 14 15 19 06 10,3,7,14,15,19,6,10
2025-04-09,25038,07 08 20 26 34 08 09,7,8,20,26,34,8,9
2025-04-07,25037,05 20 23 27 31 04 06,5,20,23,27,31,4,6
2025-04-05,25036,04 07 13 27 30 02 06,4,7,13,27,30,2,6
2025-04-02,25035,22 25 28 29 30 04 08,22,25,28,29,30,4,8
2025-03-31,25034,04 15 22 28 33 06 08,4,15,22,28,33,6,8
2025-03-29,25033,01 02 08 10 33 10 12,1,2,8,10,33,10,12
2025-03-26,25032,12 22 25 27 28 01 02,12,22,25,27,28,1,2
2025-03-24,25031,14 18 20 25 35 01 07,14,18,20,25,35,1,7
2025-03-22,25030,03 09 14 24 28 06 07,3,9,14,24,28,6,7
2025-03-19,25029,05 09 26 31 33 03 10,5,9,26,31,33,3,10
2025-03-17,25028,06 08 20 25 29 03 07,6,8,20,25,29,3,7
2025-03-15,25027,03 06 11 13 20 01 11,3,6,11,13,20,1,11
2025-03-12,25026,02 03 07 17 30 01 09,2,3,7,17,30,1,9
2025-03-10,25025,03 06 08 10 25 03 07,3,6,8,10,25,3,7
2025-03-08,25024,06 12 13 16 23 05 08,6,12,13,16,23,5,8
2025-03-05,25023,10 20 22 24 25 09 12,10,20,22,24,25,9,12
2025-03-03,25022,01 11 13 27 29 04 10,1,11,13,27,29,4,10
2025-03-01,25021,10 18 25 30 35 03 12,10,18,25,30,35,3,12
2025-02-26,25020,01 09 12 22 29 05 09,1,9,12,22,29,5,9
2025-02-24,25019,07 08 11 18 23 03 11,7,8,11,18,23,3,11
2025-02-22,25018,01 07 09 20 28 01 04,1,7,9,20,28,1,4
2025-02-19,25017,10 12 26 28 31 03 10,10,12,26,28,31,3,10
2025-02-17,25016,05 07 12 20 29 08 12,5,7,12,20,29,8,12
2025-02-15,25015,07 10 24 31 35 01 08,7,10,24,31,35,1,8
2025-02-12,25014,05 19 22 29 35 02 10,5,19,22,29,35,2,10
2025-02-10,25013,14 16 18 20 35 02 05,14,16,18,20,35,2,5
2025-02-08,25012,02 18 19 21 25 02 11,2,18,19,21,25,2,11
2025-01-25,25011,03 06 07 11 27 02 08,3,6,7,11,27,2,8
2025-01-22,25010,05 21 28 30 32 07 12,5,21,28,30,32,7,12
2025-01-20,25009,03 19 21 30 32 06 09,3,19,21,30,32,6,9
2025-01-18,25008,01 05 07 13 35 05 12,1,5,7,13,35,5,12
2025-01-15,25007,15 22 23 25 31 01 09,15,22,23,25,31,1,9
2025-01-13,25006,03 04 13 19 35 03 10,3,4,13,19,35,3,10
2025-01-11,25005,05 06 08 31 32 09 11,5,6,8,31,32,9,11
2025-01-08,25004,02 05 09 13 33 01 07,2,5,9,13,33,1,7
2025-01-06,25003,10 25 30 32 34 04 10,10,25,30,32,34,4,10
2025-01-04,25002,19 21 22 28 32 06 09,19,21,22,28,32,6,9
2025-01-01,25001,05 08 16 17 27 04 07,5,8,16,17,27,4,7
2024-12-30,24152,01 02 07 08 31 02 10,1,2,7,8,31,2,10
2024-12-28,24151,05 12 17 19 35 10 11,5,12,17,19,35,10,11
2024-12-25,24150,04 11 23 25 34 05 07,4,11,23,25,34,5,7
2024-12-23,24149,02 05 16 18 22 07 09,2,5,16,18,22,7,9
2024-12-21,24148,06 09 20 32 35 08 11,6,9,20,32,35,8,11
2024-12-18,24147,12 18 21 22 31 01 07,12,18,21,22,31,1,7
2024-12-16,24146,05 20 21 22 32 03 04,5,20,21,22,32,3,4
2024-12-14,24145,01 06 09 22 24 01 03,1,6,9,22,24,1,3
2024-12-11,24144,06 07 08 21 30 01 05,6,7,8,21,30,1,5
2024-12-09,24143,16 20 22 24 31 04 05,16,20,22,24,31,4,5
2024-12-07,24142,08 21 24 33 34 03 10,8,21,24,33,34,3,10
2024-12-04,24141,02 06 07 16 20 02 11,2,6,7,16,20,2,11
2024-12-02,24140,03 06 15 23 31 01 12,3,6,15,23,31,1,12
2024-11-30,24139,05 12 20 23 24 05 07,5,12,20,23,24,5,7
2024-11-27,24138,05 17 20 28 34 04 09,5,17,20,28,34,4,9
2024-11-25,24137,08 15 16 17 21 02 05,8,15,16,17,21,2,5
2024-11-23,24136,01 17 20 29 34 07 08,1,17,20,29,34,7,8
2024-11-20,24135,06 08 22 24 30 03 08,6,8,22,24,30,3,8
2024-11-18,24134,01 04 07 13 33 05 06,1,4,7,13,33,5,6
2024-11-16,24133,08 10 14 22 29 04 06,8,10,14,22,29,4,6
2024-11-13,24132,05 06 10 16 31 06 09,5,6,10,16,31,6,9
2024-11-11,24131,02 03 04 21 26 02 03,2,3,4,21,26,2,3
2024-11-09,24130,11 21 25 31 32 04 10,11,21,25,31,32,4,10
2024-11-06,24129,07 19 30 31 34 05 07,7,19,30,31,34,5,7
2024-11-04,24128,03 07 10 29 31 01 03,3,7,10,29,31,1,3
2024-11-02,24127,02 03 10 16 28 07 10,2,3,10,16,28,7,10
2024-10-30,24126,02 10 17 28 34 07 08,2,10,17,28,34,7,8
2024-10-28,24125,10 14 19 24 26 01 10,10,14,19,24,26,1,10
2024-10-26,24124,02 03 07 10 25 01 11,2,3,7,10,25,1,11
2024-10-23,24123,03 09 16 30 31 08 09,3,9,16,30,31,8,9
2024-10-21,24122,05 06 09 15 17 03 10,5,6,9,15,17,3,10
2024-10-19,24121,07 15 18 24 33 04 05,7,15,18,24,33,4,5
2024-10-16,24120,04 12 17 23 27 02 08,4,12,17,23,27,2,8
2024-10-14,24119,06 12 28 30 33 02 07,6,12,28,30,33,2,7
2024-10-12,24118,01 03 09 16 19 05 11,1,3,9,16,19,5,11
2024-10-09,24117,02 10 22 26 28 02 04,2,10,22,26,28,2,4
2024-10-07,24116,01 03 06 16 25 01 11,1,3,6,16,25,1,11
2024-10-05,24115,03 04 12 19 24 08 12,3,4,12,19,24,8,12
2024-09-30,24114,12 27 30 34 35 05 11,12,27,30,34,35,5,11
2024-09-28,24113,16 18 25 26 33 04 08,16,18,25,26,33,4,8
2024-09-25,24112,05 15 24 31 34 03 10,5,15,24,31,34,3,10
2024-09-23,24111,03 09 19 27 30 07 11,3,9,19,27,30,7,11
2024-09-21,24110,01 07 08 18 28 04 12,1,7,8,18,28,4,12
2024-09-18,24109,12 23 26 27 28 03 11,12,23,26,27,28,3,11
2024-09-16,24108,16 17 21 31 34 03 08,16,17,21,31,34,3,8
2024-09-14,24107,06 14 16 18 34 03 10,6,14,16,18,34,3,10
2024-09-11,24106,05 11 19 22 29 02 12,5,11,19,22,29,2,12
2024-09-09,24105,14 20 21 28 32 09 11,14,20,21,28,32,9,11
2024-09-07,24104,01 04 09 13 17 06 09,1,4,9,13,17,6,9
2024-09-04,24103,19 21 29 32 33 06 08,19,21,29,32,33,6,8
2024-09-02,24102,01 05 09 14 20 05 11,1,5,9,14,20,5,11
2024-08-31,24101,16 19 22 27 35 06 10,16,19,22,27,35,6,10
2024-08-28,24100,02 12 19 22 32 05 11,2,12,19,22,32,5,11
2024-08-26,24099,04 10 24 31 35 05 08,4,10,24,31,35,5,8
2024-08-24,24098,03 10 15 19 29 09 10,3,10,15,19,29,9,10
2024-08-21,24097,07 11 12 14 19 02 08,7,11,12,14,19,2,8
2024-08-19,24096,02 03 23 27 31 01 10,2,3,23,27,31,1,10
2024-08-17,24095,01 07 19 26 27 03 05,1,7,19,26,27,3,5
2024-08-14,24094,12 13 24 29 31 02 08,12,13,24,29,31,2,8
2024-08-12,24093,16 24 26 28 29 08 12,16,24,26,28,29,8,12
2024-08-10,24092,02 04 25 26 31 01 06,2,4,25,26,31,1,6
2024-08-07,24091,01 08 11 17 21 01 02,1,8,11,17,21,1,2
2024-08-05,24090,02 03 06 28 33 07 11,2,3,6,28,33,7,11
2024-08-03,24089,05 06 29 30 34 07 08,5,6,29,30,34,7,8
2024-07-31,24088,01 02 23 28 32 03 05,1,2,23,28,32,3,5
2024-07-29,24087,07 10 20 28 34 05 10,7,10,20,28,34,5,10
2024-07-27,24086,11 12 14 22 28 07 11,11,12,14,22,28,7,11
2024-07-24,24085,02 09 16 29 35 01 06,2,9,16,29,35,1,6
2024-07-22,24084,04 11 16 17 23 05 10,4,11,16,17,23,5,10
2024-07-20,24083,09 11 12 13 30 07 09,9,11,12,13,30,7,9
2024-07-17,24082,08 21 23 24 26 04 05,8,21,23,24,26,4,5
2024-07-15,24081,14 15 25 27 34 01 10,14,15,25,27,34,1,10
2024-07-13,24080,03 05 24 27 28 09 11,3,5,24,27,28,9,11
2024-07-10,24079,03 08 17 18 23 06 11,3,8,17,18,23,6,11
2024-07-08,24078,05 07 10 14 15 04 07,5,7,10,14,15,4,7
2024-07-06,24077,01 03 25 26 29 06 12,1,3,25,26,29,6,12
2024-07-03,24076,01 06 22 27 35 07 12,1,6,22,27,35,7,12
2024-07-01,24075,08 17 26 28 32 01 10,8,17,26,28,32,1,10
2024-06-29,24074,02 10 11 21 27 09 11,2,10,11,21,27,9,11
2024-06-26,24073,07 09 12 21 23 05 09,7,9,12,21,23,5,9
2024-06-24,24072,04 17 21 23 32 01 06,4,17,21,23,32,1,6
2024-06-22,24071,06 10 15 34 35 02 10,6,10,15,34,35,2,10
2024-06-19,24070,04 20 21 32 34 02 09,4,20,21,32,34,2,9
2024-06-17,24069,07 09 16 20 24 03 07,7,9,16,20,24,3,7
2024-06-15,24068,15 20 31 32 33 05 10,15,20,31,32,33,5,10
2024-06-12,24067,03 11 14 20 22 06 09,3,11,14,20,22,6,9
2024-06-10,24066,13 19 20 24 25 06 07,13,19,20,24,25,6,7
2024-06-08,24065,05 10 18 26 27 03 06,5,10,18,26,27,3,6
2024-06-05,24064,05 12 21 32 33 08 09,5,12,21,32,33,8,9
2024-06-03,24063,07 12 16 33 34 01 03,7,12,16,33,34,1,3
2024-06-01,24062,05 14 15 16 33 03 05,5,14,15,16,33,3,5
2024-05-29,24061,01 12 19 31 33 05 08,1,12,19,31,33,5,8
2024-05-27,24060,03 21 25 28 30 01 12,3,21,25,28,30,1,12
2024-05-25,24059,17 18 20 25 31 03 12,17,18,20,25,31,3,12
2024-05-22,24058,06 10 13 20 32 01 02,6,10,13,20,32,1,2
2024-05-20,24057,09 25 30 33 34 03 09,9,25,30,33,34,3,9
2024-05-18,24056,16 17 18 27 35 06 12,16,17,18,27,35,6,12
2024-05-15,24055,07 17 22 30 34 05 07,7,17,22,30,34,5,7
2024-05-13,24054,05 06 09 11 22 01 03,5,6,9,11,22,1,3
2024-05-11,24053,01 07 19 20 35 03 09,1,7,19,20,35,3,9
2024-05-08,24052,02 03 13 22 34 04 08,2,3,13,22,34,4,8
2024-05-06,24051,05 21 22 23 29 01 02,5,21,22,23,29,1,2
2024-05-04,24050,03 04 14 18 26 07 09,3,4,14,18,26,7,9
2024-05-01,24049,04 06 09 10 22 01 08,4,6,9,10,22,1,8
2024-04-29,24048,12 18 21 26 28 08 09,12,18,21,26,28,8,9
2024-04-27,24047,11 19 21 26 35 10 11,11,19,21,26,35,10,11
2024-04-24,24046,06 12 17 29 30 07 11,6,12,17,29,30,7,11
2024-04-22,24045,09 10 14 31 32 03 08,9,10,14,31,32,3,8
2024-04-20,24044,03 13 15 17 22 06 10,3,13,15,17,22,6,10
2024-04-17,24043,03 04 08 14 27 05 07,3,4,8,14,27,5,7
2024-04-15,24042,01 08 15 23 35 05 12,1,8,15,23,35,5,12
2024-04-13,24041,06 08 14 16 28 03 05,6,8,14,16,28,3,5
2024-04-10,24040,05 12 16 29 30 03 06,5,12,16,29,30,3,6
2024-04-08,24039,03 10 11 20 22 06 10,3,10,11,20,22,6,10
2024-04-06,24038,15 22 24 25 29 01 05,15,22,24,25,29,1,5
2024-04-03,24037,17 19 20 29 35 07 11,17,19,20,29,35,7,11
2024-04-01,24036,02 05 11 32 34 06 10,2,5,11,32,34,6,10
2024-03-30,24035,05 13 17 29 33 05 12,5,13,17,29,33,5,12
2024-03-27,24034,23 26 27 29 33 05 08,23,26,27,29,33,5,8
2024-03-25,24033,04 08 10 11 15 07 09,4,8,10,11,15,7,9
2024-03-23,24032,05 15 26 33 35 01 09,5,15,26,33,35,1,9
2024-03-20,24031,09 12 15 30 34 05 06,9,12,15,30,34,5,6
2024-03-18,24030,08 09 11 19 30 06 12,8,9,11,19,30,6,12
2024-03-16,24029,04 19 24 28 34 04 05,4,19,24,28,34,4,5
2024-03-13,24028,13 18 20 26 28 04 08,13,18,20,26,28,4,8
2024-03-11,24027,08 09 16 22 23 07 09,8,9,16,22,23,7,9
2024-03-09,24026,01 18 21 26 33 02 12,1,18,21,26,33,2,12
2024-03-06,24025,01 02 08 18 27 04 08,1,2,8,18,27,4,8
2024-03-04,24024,03 05 12 17 26 01 12,3,5,12,17,26,1,12
2024-03-02,24023,08 10 12 14 22 05 09,8,10,12,14,22,5,9
2024-02-28,24022,07 09 11 31 32 04 08,7,9,11,31,32,4,8
2024-02-26,24021,01 12 16 20 28 07 09,1,12,16,20,28,7,9
2024-02-24,24020,02 04 08 19 26 02 06,2,4,8,19,26,2,6
2024-02-21,24019,19 20 26 29 30 03 04,19,20,26,29,30,3,4
2024-02-19,24018,04 12 19 25 27 01 09,4,12,19,25,27,1,9
2024-02-07,24017,03 07 25 27 35 01 04,3,7,25,27,35,1,4
2024-02-05,24016,15 18 25 27 29 06 11,15,18,25,27,29,6,11
2024-02-03,24015,08 11 14 24 31 05 06,8,11,14,24,31,5,6
2024-01-31,24014,04 05 16 21 31 09 11,4,5,16,21,31,9,11
2024-01-29,24013,05 22 25 28 30 03 12,5,22,25,28,30,3,12
2024-01-27,24012,21 22 25 26 34 01 09,21,22,25,26,34,1,9
2024-01-24,24011,01 03 27 32 34 01 07,1,3,27,32,34,1,7
2024-01-22,24010,02 08 10 15 27 02 08,2,8,10,15,27,2,8
2024-01-20,24009,15 18 19 24 26 05 09,15,18,19,24,26,5,9
2024-01-17,24008,04 06 11 20 30 03 05,4,6,11,20,30,3,5
2024-01-15,24007,04 05 28 34 35 04 11,4,5,28,34,35,4,11
2024-01-13,24006,08 13 16 17 33 02 10,8,13,16,17,33,2,10
2024-01-10,24005,03 05 07 09 12 05 08,3,5,7,9,12,5,8
2024-01-08,24004,02 06 18 19 27 08 09,2,6,18,19,27,8,9
2024-01-06,24003,07 09 12 23 29 01 02,7,9,12,23,29,1,2
2024-01-03,24002,01 06 08 27 32 03 04,1,6,8,27,32,3,4
2024-01-01,24001,03 09 17 26 35 02 07,3,9,17,26,35,2,7
2023-12-30,23150,05 06 17 18 33 11 12,5,6,17,18,33,11,12
2023-12-27,23149,01 16 17 21 29 01 06,1,16,17,21,29,1,6
2023-12-25,23148,11 12 20 21 27 02 12,11,12,20,21,27,2,12
2023-12-23,23147,06 07 19 33 34 03 08,6,7,19,33,34,3,8
2023-12-20,23146,14 18 19 26 31 02 07,14,18,19,26,31,2,7
2023-12-18,23145,06 10 12 32 33 06 07,6,10,12,32,33,6,7
2023-12-16,23144,05 14 18 25 35 01 10,5,14,18,25,35,1,10
2023-12-13,23143,09 20 23 29 33 02 10,9,20,23,29,33,2,10
2023-12-11,23142,04 13 15 17 32 10 12,4,13,15,17,32,10,12
2023-12-09,23141,04 22 25 30 31 04 05,4,22,25,30,31,4,5
2023-12-06,23140,01 02 09 19 30 01 02,1,2,9,19,30,1,2
2023-12-04,23139,15 16 25 31 34 05 09,15,16,25,31,34,5,9
2023-12-02,23138,07 12 20 28 31 09 10,7,12,20,28,31,9,10
2023-11-29,23137,04 19 21 30 31 06 12,4,19,21,30,31,6,12
2023-11-27,23136,13 23 27 30 34 06 09,13,23,27,30,34,6,9
2023-11-25,23135,05 18 22 28 29 09 12,5,18,22,28,29,9,12
2023-11-22,23134,10 15 22 27 33 01 12,10,15,22,27,33,1,12
2023-11-20,23133,10 18 25 28 33 05 11,10,18,25,28,33,5,11
2023-11-18,23132,03 04 12 15 23 02 06,3,4,12,15,23,2,6
2023-11-15,23131,03 07 21 22 24 06 07,3,7,21,22,24,6,7
2023-11-13,23130,13 20 27 29 30 01 07,13,20,27,29,30,1,7
2023-11-11,23129,09 23 25 27 33 06 12,9,23,25,27,33,6,12
2023-11-08,23128,01 05 07 12 13 02 06,1,5,7,12,13,2,6
2023-11-06,23127,04 07 08 18 19 02 06,4,7,8,18,19,2,6
2023-11-04,23126,07 12 17 26 34 02 06,7,12,17,26,34,2,6
2023-11-01,23125,07 25 26 29 32 02 08,7,25,26,29,32,2,8
2023-10-30,23124,06 18 23 27 32 06 10,6,18,23,27,32,6,10
2023-10-28,23123,02 14 16 28 30 02 07,2,14,16,28,30,2,7
2023-10-25,23122,01 07 09 25 29 10 12,1,7,9,25,29,10,12
2023-10-23,23121,05 11 15 23 33 01 09,5,11,15,23,33,1,9
2023-10-21,23120,02 08 16 31 34 01 10,2,8,16,31,34,1,10
2023-10-18,23119,04 08 10 14 21 04 10,4,8,10,14,21,4,10
2023-10-16,23118,06 07 13 25 33 05 08,6,7,13,25,33,5,8
2023-10-14,23117,05 07 15 18 20 03 04,5,7,15,18,20,3,4
2023-10-11,23116,01 03 09 18 29 04 09,1,3,9,18,29,4,9
2023-10-09,23115,07 10 23 31 34 02 10,7,10,23,31,34,2,10
2023-10-07,23114,02 25 27 30 35 01 10,2,25,27,30,35,1,10
2023-09-30,23113,06 08 30 32 33 03 10,6,8,30,32,33,3,10
2023-09-27,23112,01 11 17 22 27 02 09,1,11,17,22,27,2,9
2023-09-25,23111,03 12 15 28 35 02 12,3,12,15,28,35,2,12
2023-09-23,23110,04 09 11 13 17 07 08,4,9,11,13,17,7,8
2023-09-20,23109,01 12 21 22 31 02 09,1,12,21,22,31,2,9
2023-09-18,23108,05 06 17 30 32 02 08,5,6,17,30,32,2,8
2023-09-16,23107,01 12 15 16 18 03 10,1,12,15,16,18,3,10
2023-09-13,23106,16 24 26 28 31 01 06,16,24,26,28,31,1,6
2023-09-11,23105,07 08 19 20 25 02 11,7,8,19,20,25,2,11
2023-09-09,23104,06 15 16 32 33 08 10,6,15,16,32,33,8,10
2023-09-06,23103,08 11 19 31 32 08 11,8,11,19,31,32,8,11
2023-09-04,23102,02 04 07 16 33 07 11,2,4,7,16,33,7,11
2023-09-02,23101,06 14 16 17 28 07 10,6,14,16,17,28,7,10
2023-08-30,23100,04 06 13 19 35 09 11,4,6,13,19,35,9,11
2023-08-28,23099,09 11 13 22 23 06 07,9,11,13,22,23,6,7
2023-08-26,23098,02 07 15 30 34 05 09,2,7,15,30,34,5,9
2023-08-23,23097,06 07 18 20 22 03 09,6,7,18,20,22,3,9
2023-08-21,23096,06 07 14 21 31 03 10,6,7,14,21,31,3,10
2023-08-19,23095,08 19 28 32 34 03 07,8,19,28,32,34,3,7
2023-08-16,23094,12 19 22 28 32 08 12,12,19,22,28,32,8,12
2023-08-14,23093,11 14 17 19 21 01 05,11,14,17,19,21,1,5
2023-08-12,23092,03 16 21 26 32 03 12,3,16,21,26,32,3,12
2023-08-09,23091,06 16 18 28 29 07 11,6,16,18,28,29,7,11
2023-08-07,23090,08 11 12 19 35 11 12,8,11,12,19,35,11,12
2023-08-05,23089,03 12 20 26 35 02 12,3,12,20,26,35,2,12
2023-08-02,23088,08 14 16 22 24 09 12,8,14,16,22,24,9,12
2023-07-31,23087,03 04 16 19 24 04 05,3,4,16,19,24,4,5
2023-07-29,23086,03 11 15 20 35 07 11,3,11,15,20,35,7,11
2023-07-26,23085,11 12 26 31 35 05 07,11,12,26,31,35,5,7
2023-07-24,23084,03 05 08 24 32 07 08,3,5,8,24,32,7,8
2023-07-22,23083,13 15 21 25 32 09 10,13,15,21,25,32,9,10
2023-07-19,23082,02 08 09 15 20 03 09,2,8,9,15,20,3,9
2023-07-17,23081,05 06 23 28 35 07 10,5,6,23,28,35,7,10
2023-07-15,23080,01 02 09 16 30 01 11,1,2,9,16,30,1,11
2023-07-12,23079,06 08 26 29 34 05 08,6,8,26,29,34,5,8
2023-07-10,23078,02 03 06 26 27 07 08,2,3,6,26,27,7,8
2023-07-08,23077,05 16 18 26 35 03 06,5,16,18,26,35,3,6
2023-07-05,23076,08 09 11 26 34 02 07,8,9,11,26,34,2,7
2023-07-03,23075,07 17 20 23 32 05 11,7,17,20,23,32,5,11
2023-07-01,23074,03 13 22 29 34 02 09,3,13,22,29,34,2,9
2023-06-28,23073,15 25 28 30 35 08 10,15,25,28,30,35,8,10
2023-06-26,23072,05 06 09 11 14 02 04,5,6,9,11,14,2,4
2023-06-24,23071,02 11 12 32 34 10 12,2,11,12,32,34,10,12
2023-06-21,23070,10 26 29 32 33 03 11,10,26,29,32,33,3,11
2023-06-19,23069,08 20 21 25 32 05 07,8,20,21,25,32,5,7
2023-06-17,23068,21 22 24 27 31 07 08,21,22,24,27,31,7,8
2023-06-14,23067,02 28 30 33 35 02 10,2,28,30,33,35,2,10
2023-06-12,23066,06 11 13 30 32 01 03,6,11,13,30,32,1,3
2023-06-10,23065,08 14 16 21 25 03 12,8,14,16,21,25,3,12
2023-06-07,23064,02 06 09 31 32 03 07,2,6,9,31,32,3,7
2023-06-05,23063,04 18 29 31 34 06 09,4,18,29,31,34,6,9
2023-06-03,23062,06 08 22 24 30 01 08,6,8,22,24,30,1,8
2023-05-31,23061,07 11 21 30 32 05 07,7,11,21,30,32,5,7
2023-05-29,23060,02 07 19 24 30 09 12,2,7,19,24,30,9,12
2023-05-27,23059,09 13 23 25 28 04 07,9,13,23,25,28,4,7
2023-05-24,23058,19 22 29 32 35 05 08,19,22,29,32,35,5,8
2023-05-22,23057,01 05 06 19 24 05 11,1,5,6,19,24,5,11
2023-05-20,23056,13 22 24 33 34 01 02,13,22,24,33,34,1,2
2023-05-17,23055,06 08 12 13 15 01 06,6,8,12,13,15,1,6
2023-05-15,23054,19 25 30 31 34 07 09,19,25,30,31,34,7,9
2023-05-13,23053,01 03 11 14 20 02 11,1,3,11,14,20,2,11
2023-05-10,23052,02 08 11 30 33 05 08,2,8,11,30,33,5,8
2023-05-08,23051,03 11 19 29 33 03 12,3,11,19,29,33,3,12
2023-05-06,23050,08 09 14 25 29 04 06,8,9,14,25,29,4,6
2023-05-03,23049,03 17 22 26 28 07 12,3,17,22,26,28,7,12
2023-05-01,23048,07 13 16 25 32 09 11,7,13,16,25,32,9,11
2023-04-29,23047,10 12 13 24 25 11 12,10,12,13,24,25,11,12
2023-04-26,23046,13 21 25 28 32 02 10,13,21,25,28,32,2,10
2023-04-24,23045,07 10 13 28 31 04 05,7,10,13,28,31,4,5
2023-04-22,23044,02 06 07 08 15 07 10,2,6,7,8,15,7,10
2023-04-19,23043,02 04 17 20 27 01 08,2,4,17,20,27,1,8
2023-04-17,23042,02 16 21 23 27 01 08,2,16,21,23,27,1,8
2023-04-15,23041,05 08 13 26 35 05 09,5,8,13,26,35,5,9
2023-04-12,23040,04 05 18 22 30 05 12,4,5,18,22,30,5,12
2023-04-10,23039,02 24 26 30 34 06 07,2,24,26,30,34,6,7
2023-04-08,23038,04 10 18 27 32 10 12,4,10,18,27,32,10,12
2023-04-05,23037,06 08 16 20 24 07 08,6,8,16,20,24,7,8
2023-04-03,23036,01 13 22 26 31 02 10,1,13,22,26,31,2,10
2023-04-01,23035,07 14 23 25 29 02 11,7,14,23,25,29,2,11
2023-03-29,23034,07 09 10 15 24 04 12,7,9,10,15,24,4,12
2023-03-27,23033,04 06 10 11 25 07 09,4,6,10,11,25,7,9
2023-03-25,23032,05 06 18 28 30 02 07,5,6,18,28,30,2,7
2023-03-22,23031,05 07 08 16 25 03 11,5,7,8,16,25,3,11
2023-03-20,23030,06 11 12 20 35 05 12,6,11,12,20,35,5,12
2023-03-18,23029,07 25 27 34 35 09 11,7,25,27,34,35,9,11
2023-03-15,23028,01 03 29 30 34 04 12,1,3,29,30,34,4,12
2023-03-13,23027,09 10 12 15 23 03 06,9,10,12,15,23,3,6
2023-03-11,23026,02 13 24 27 30 01 06,2,13,24,27,30,1,6
2023-03-08,23025,03 09 27 30 31 11 12,3,9,27,30,31,11,12
2023-03-06,23024,11 15 24 27 30 01 10,11,15,24,27,30,1,10
2023-03-04,23023,09 21 23 25 33 03 10,9,21,23,25,33,3,10
2023-03-01,23022,07 11 15 26 28 08 10,7,11,15,26,28,8,10
2023-02-27,23021,02 09 18 23 27 03 05,2,9,18,23,27,3,5
2023-02-25,23020,05 06 23 25 28 06 09,5,6,23,25,28,6,9
2023-02-22,23019,05 08 09 11 15 06 08,5,8,9,11,15,6,8
2023-02-20,23018,04 08 17 26 30 03 11,4,8,17,26,30,3,11
2023-02-18,23017,02 05 09 22 27 10 11,2,5,9,22,27,10,11
