lotteryDrawTime,lotteryDrawNum,lotteryDrawResult,red_1,red_2,red_3,red_4,red_5,blue_1,blue_2
2015-10-05,15116,07 10 19 24 33 03 07,7,10,19,24,33,3,7
2015-10-03,15115,08 12 13 14 16 03 09,8,12,13,14,16,3,9
2015-09-30,15114,09 18 24 31 34 02 10,9,18,24,31,34,2,10
2015-09-28,15113,01 14 21 29 33 02 10,1,14,21,29,33,2,10
2015-09-26,15112,04 05 15 19 28 04 11,4,5,15,19,28,4,11
2015-09-23,15111,07 08 16 24 28 03 10,7,8,16,24,28,3,10
2015-09-21,15110,02 07 10 22 30 07 11,2,7,10,22,30,7,11
2015-09-19,15109,01 06 11 22 31 03 12,1,6,11,22,31,3,12
2015-09-16,15108,01 13 16 26 31 07 12,1,13,16,26,31,7,12
2015-09-14,15107,03 23 25 28 29 06 07,3,23,25,28,29,6,7
2015-09-12,15106,02 11 13 22 30 02 03,2,11,13,22,30,2,3
2015-09-09,15105,08 09 15 21 27 05 09,8,9,15,21,27,5,9
2015-09-07,15104,16 19 25 30 34 04 09,16,19,25,30,34,4,9
2015-09-05,15103,07 09 15 25 34 04 10,7,9,15,25,34,4,10
2015-09-02,15102,11 14 15 33 34 03 12,11,14,15,33,34,3,12
2015-08-31,15101,06 12 17 18 32 07 12,6,12,17,18,32,7,12
2015-08-29,15100,09 15 18 23 32 05 07,9,15,18,23,32,5,7
2015-08-26,15099,09 12 14 22 25 05 10,9,12,14,22,25,5,10
2015-08-24,15098,09 14 21 27 33 06 09,9,14,21,27,33,6,9
2015-08-22,15097,04 16 17 26 27 01 04,4,16,17,26,27,1,4
2015-08-19,15096,03 09 12 18 21 02 06,3,9,12,18,21,2,6
2015-08-17,15095,08 14 26 34 35 05 10,8,14,26,34,35,5,10
2015-08-15,15094,02 03 10 11 29 03 07,2,3,10,11,29,3,7
2015-08-12,15093,16 17 25 26 27 02 04,16,17,25,26,27,2,4
2015-08-10,15092,02 14 21 27 34 05 08,2,14,21,27,34,5,8
2015-08-08,15091,02 07 28 29 30 03 07,2,7,28,29,30,3,7
2015-08-05,15090,06 09 11 17 21 06 08,6,9,11,17,21,6,8
2015-08-03,15089,05 12 18 20 27 10 12,5,12,18,20,27,10,12
2015-08-01,15088,05 15 28 31 34 11 12,5,15,28,31,34,11,12
2015-07-29,15087,02 05 15 17 22 01 11,2,5,15,17,22,1,11
2015-07-27,15086,05 09 11 15 32 04 09,5,9,11,15,32,4,9
2015-07-25,15085,02 03 04 06 16 03 12,2,3,4,6,16,3,12
2015-07-22,15084,10 20 21 32 34 06 07,10,20,21,32,34,6,7
2015-07-20,15083,14 16 19 25 29 10 12,14,16,19,25,29,10,12
2015-07-18,15082,08 15 28 31 33 03 06,8,15,28,31,33,3,6
2015-07-15,15081,03 04 10 13 17 05 09,3,4,10,13,17,5,9
2015-07-13,15080,14 20 29 30 32 03 08,14,20,29,30,32,3,8
2015-07-11,15079,01 09 17 23 24 04 05,1,9,17,23,24,4,5
2015-07-08,15078,19 24 26 28 33 01 02,19,24,26,28,33,1,2
2015-07-06,15077,01 16 17 22 28 02 09,1,16,17,22,28,2,9
2015-07-04,15076,03 19 21 31 34 05 12,3,19,21,31,34,5,12
2015-07-01,15075,13 14 26 27 33 10 12,13,14,26,27,33,10,12
2015-06-29,15074,01 12 21 27 33 04 09,1,12,21,27,33,4,9
2015-06-27,15073,09 26 27 30 34 01 06,9,26,27,30,34,1,6
2015-06-24,15072,19 20 21 31 33 09 10,19,20,21,31,33,9,10
2015-06-22,15071,04 06 13 16 34 04 10,4,6,13,16,34,4,10
2015-06-20,15070,03 09 12 17 18 04 12,3,9,12,17,18,4,12
2015-06-17,15069,02 09 11 22 25 01 07,2,9,11,22,25,1,7
2015-06-15,15068,02 03 20 31 35 04 08,2,3,20,31,35,4,8
2015-06-13,15067,04 10 18 24 27 04 11,4,10,18,24,27,4,11
2015-06-10,15066,01 03 07 13 29 02 10,1,3,7,13,29,2,10
2015-06-08,15065,04 05 07 13 35 08 11,4,5,7,13,35,8,11
2015-06-06,15064,02 08 20 28 31 07 10,2,8,20,28,31,7,10
2015-06-03,15063,01 04 06 34 35 02 04,1,4,6,34,35,2,4
2015-06-01,15062,06 07 13 14 15 01 04,6,7,13,14,15,1,4
2015-05-30,15061,06 07 08 16 22 02 10,6,7,8,16,22,2,10
2015-05-27,15060,16 24 25 26 33 04 11,16,24,25,26,33,4,11
2015-05-25,15059,07 09 19 23 32 01 03,7,9,19,23,32,1,3
2015-05-23,15058,10 14 20 27 30 07 12,10,14,20,27,30,7,12
2015-05-20,15057,01 05 07 14 26 04 06,1,5,7,14,26,4,6
2015-05-18,15056,06 12 19 26 35 03 10,6,12,19,26,35,3,10
2015-05-16,15055,06 11 14 20 30 05 10,6,11,14,20,30,5,10
2015-05-13,15054,02 09 15 24 34 03 09,2,9,15,24,34,3,9
2015-05-11,15053,08 25 28 29 32 04 07,8,25,28,29,32,4,7
2015-05-09,15052,13 19 24 27 29 07 08,13,19,24,27,29,7,8
2015-05-06,15051,01 02 11 16 21 01 05,1,2,11,16,21,1,5
2015-05-04,15050,06 07 10 20 28 02 07,6,7,10,20,28,2,7
2015-05-02,15049,08 09 11 15 22 08 10,8,9,11,15,22,8,10
2015-04-29,15048,10 11 22 24 33 02 09,10,11,22,24,33,2,9
2015-04-27,15047,01 02 17 23 31 05 12,1,2,17,23,31,5,12
2015-04-25,15046,05 07 10 22 26 04 10,5,7,10,22,26,4,10
2015-04-22,15045,08 09 22 29 30 08 12,8,9,22,29,30,8,12
2015-04-20,15044,16 18 27 31 33 01 03,16,18,27,31,33,1,3
2015-04-18,15043,02 20 22 25 29 02 07,2,20,22,25,29,2,7
2015-04-15,15042,03 07 12 17 24 02 11,3,7,12,17,24,2,11
2015-04-13,15041,01 11 21 23 28 01 10,1,11,21,23,28,1,10
2015-04-11,15040,02 09 10 23 35 09 12,2,9,10,23,35,9,12
2015-04-08,15039,03 06 07 16 25 01 06,3,6,7,16,25,1,6
2015-04-06,15038,12 19 22 31 35 07 08,12,19,22,31,35,7,8
2015-04-04,15037,10 16 21 28 31 07 08,10,16,21,28,31,7,8
2015-04-01,15036,14 18 20 23 24 04 08,14,18,20,23,24,4,8
2015-03-30,15035,22 24 29 30 35 01 10,22,24,29,30,35,1,10
2015-03-28,15034,04 08 15 18 26 05 09,4,8,15,18,26,5,9
2015-03-25,15033,03 17 22 26 28 03 07,3,17,22,26,28,3,7
2015-03-23,15032,06 21 25 27 30 07 11,6,21,25,27,30,7,11
2015-03-21,15031,07 21 29 32 33 04 12,7,21,29,32,33,4,12
2015-03-18,15030,09 18 19 26 31 02 05,9,18,19,26,31,2,5
2015-03-16,15029,07 10 19 30 35 03 05,7,10,19,30,35,3,5
2015-03-14,15028,03 09 28 32 33 09 10,3,9,28,32,33,9,10
2015-03-11,15027,05 21 22 25 28 03 10,5,21,22,25,28,3,10
2015-03-09,15026,11 13 14 15 22 02 08,11,13,14,15,22,2,8
2015-03-07,15025,07 10 20 22 27 10 11,7,10,20,22,27,10,11
2015-03-04,15024,02 06 08 16 34 03 04,2,6,8,16,34,3,4
2015-03-02,15023,06 09 11 12 22 03 11,6,9,11,12,22,3,11
2015-02-28,15022,09 11 14 15 26 11 12,9,11,14,15,26,11,12
2015-02-25,15021,22 23 24 26 31 05 06,22,23,24,26,31,5,6
2015-02-16,15020,11 26 28 29 32 01 04,11,26,28,29,32,1,4
2015-02-14,15019,02 08 16 22 24 01 03,2,8,16,22,24,1,3
2015-02-11,15018,04 07 10 23 31 03 07,4,7,10,23,31,3,7
2015-02-09,15017,07 13 16 17 29 01 07,7,13,16,17,29,1,7
2015-02-07,15016,06 07 16 20 34 09 11,6,7,16,20,34,9,11
2015-02-04,15015,01 05 13 17 32 04 11,1,5,13,17,32,4,11
2015-02-02,15014,08 16 25 29 35 03 10,8,16,25,29,35,3,10
2015-01-31,15013,11 15 25 28 35 07 10,11,15,25,28,35,7,10
2015-01-28,15012,03 04 06 11 31 05 09,3,4,6,11,31,5,9
2015-01-26,15011,04 13 22 25 30 01 06,4,13,22,25,30,1,6
2015-01-24,15010,02 06 17 30 35 02 07,2,6,17,30,35,2,7
2015-01-21,15009,17 22 26 27 33 06 10,17,22,26,27,33,6,10
2015-01-19,15008,07 10 11 15 17 03 10,7,10,11,15,17,3,10
2015-01-17,15007,02 07 08 14 31 04 08,2,7,8,14,31,4,8
2015-01-14,15006,06 08 30 32 33 03 07,6,8,30,32,33,3,7
2015-01-12,15005,11 14 15 18 19 07 08,11,14,15,18,19,7,8
2015-01-10,15004,03 12 14 18 28 05 06,3,12,14,18,28,5,6
2015-01-07,15003,12 19 27 28 34 01 12,12,19,27,28,34,1,12
2015-01-05,15002,03 14 20 26 32 06 10,3,14,20,26,32,6,10
2015-01-03,15001,08 09 19 27 30 06 07,8,9,19,27,30,6,7
2014-12-31,14154,05 12 17 23 28 02 09,5,12,17,23,28,2,9
2014-12-29,14153,01 08 13 24 32 05 10,1,8,13,24,32,5,10
2014-12-27,14152,05 12 18 24 33 01 05,5,12,18,24,33,1,5
2014-12-24,14151,03 08 26 31 32 08 12,3,8,26,31,32,8,12
2014-12-22,14150,19 21 30 33 35 05 07,19,21,30,33,35,5,7
2014-12-20,14149,02 13 19 26 35 01 05,2,13,19,26,35,1,5
2014-12-17,14148,03 09 10 11 20 07 09,3,9,10,11,20,7,9
2014-12-15,14147,05 09 14 26 34 02 09,5,9,14,26,34,2,9
2014-12-13,14146,02 16 23 24 28 10 11,2,16,23,24,28,10,11
2014-12-10,14145,15 19 22 24 26 10 11,15,19,22,24,26,10,11
2014-12-08,14144,01 21 24 25 35 04 11,1,21,24,25,35,4,11
2014-12-06,14143,01 11 14 18 25 06 10,1,11,14,18,25,6,10
2014-12-03,14142,18 21 25 28 30 04 06,18,21,25,28,30,4,6
2014-12-01,14141,04 17 20 26 29 05 08,4,17,20,26,29,5,8
2014-11-29,14140,01 19 20 25 34 07 12,1,19,20,25,34,7,12
2014-11-26,14139,03 05 07 15 34 01 10,3,5,7,15,34,1,10
2014-11-24,14138,01 07 29 32 34 09 12,1,7,29,32,34,9,12
2014-11-22,14137,02 11 16 22 34 02 05,2,11,16,22,34,2,5
2014-11-19,14136,04 18 20 34 35 07 11,4,18,20,34,35,7,11
2014-11-17,14135,20 26 28 30 35 09 12,20,26,28,30,35,9,12
2014-11-15,14134,02 05 07 11 32 09 12,2,5,7,11,32,9,12
2014-11-12,14133,02 08 12 14 18 04 12,2,8,12,14,18,4,12
2014-11-10,14132,01 03 04 19 32 01 07,1,3,4,19,32,1,7
2014-11-08,14131,03 16 19 23 27 03 07,3,16,19,23,27,3,7
2014-11-05,14130,02 18 31 32 33 05 07,2,18,31,32,33,5,7
2014-11-03,14129,07 22 28 30 32 05 06,7,22,28,30,32,5,6
2014-11-01,14128,02 04 16 22 34 08 11,2,4,16,22,34,8,11
2014-10-29,14127,02 04 06 15 19 02 11,2,4,6,15,19,2,11
2014-10-27,14126,02 09 22 30 34 09 10,2,9,22,30,34,9,10
2014-10-25,14125,12 15 19 23 31 04 10,12,15,19,23,31,4,10
2014-10-22,14124,01 03 28 29 35 08 12,1,3,28,29,35,8,12
2014-10-20,14123,01 09 12 22 25 02 09,1,9,12,22,25,2,9
2014-10-18,14122,03 10 25 26 35 01 07,3,10,25,26,35,1,7
2014-10-15,14121,13 16 18 22 32 08 10,13,16,18,22,32,8,10
2014-10-13,14120,01 04 06 18 33 05 11,1,4,6,18,33,5,11
2014-10-11,14119,04 08 09 13 18 08 12,4,8,9,13,18,8,12
2014-10-08,14118,02 03 23 24 26 05 11,2,3,23,24,26,5,11
2014-10-06,14117,03 14 17 18 33 06 09,3,14,17,18,33,6,9
2014-10-04,14116,06 13 15 24 27 04 05,6,13,15,24,27,4,5
2014-10-01,14115,01 05 26 29 30 02 10,1,5,26,29,30,2,10
2014-09-29,14114,03 16 24 30 33 05 08,3,16,24,30,33,5,8
2014-09-27,14113,02 13 17 19 23 01 06,2,13,17,19,23,1,6
2014-09-24,14112,03 05 14 18 32 02 10,3,5,14,18,32,2,10
2014-09-22,14111,11 16 18 20 29 03 04,11,16,18,20,29,3,4
2014-09-20,14110,09 18 19 22 24 08 11,9,18,19,22,24,8,11
2014-09-17,14109,15 18 20 21 23 01 02,15,18,20,21,23,1,2
2014-09-15,14108,01 02 13 23 35 09 12,1,2,13,23,35,9,12
2014-09-13,14107,05 13 14 21 34 08 10,5,13,14,21,34,8,10
2014-09-10,14106,05 09 11 20 22 05 11,5,9,11,20,22,5,11
2014-09-08,14105,04 10 26 29 32 04 08,4,10,26,29,32,4,8
2014-09-06,14104,07 13 14 28 32 04 11,7,13,14,28,32,4,11
2014-09-03,14103,14 20 23 25 26 10 12,14,20,23,25,26,10,12
2014-09-01,14102,01 07 14 19 20 03 12,1,7,14,19,20,3,12
2014-08-30,14101,09 10 12 17 28 03 11,9,10,12,17,28,3,11
2014-08-27,14100,02 04 08 12 35 01 07,2,4,8,12,35,1,7
2014-08-25,14099,15 21 22 23 33 01 07,15,21,22,23,33,1,7
2014-08-23,14098,16 18 22 25 35 03 10,16,18,22,25,35,3,10
2014-08-20,14097,03 15 20 21 23 07 09,3,15,20,21,23,7,9
2014-08-18,14096,03 07 21 23 31 05 10,3,7,21,23,31,5,10
2014-08-16,14095,06 22 30 31 34 05 06,6,22,30,31,34,5,6
2014-08-13,14094,13 14 24 25 34 04 07,13,14,24,25,34,4,7
2014-08-11,14093,03 08 30 32 34 09 11,3,8,30,32,34,9,11
2014-08-09,14092,02 18 27 30 32 05 11,2,18,27,30,32,5,11
2014-08-06,14091,10 16 18 29 32 02 07,10,16,18,29,32,2,7
2014-08-04,14090,02 03 20 23 28 06 08,2,3,20,23,28,6,8
2014-08-02,14089,02 08 12 29 30 07 12,2,8,12,29,30,7,12
2014-07-30,14088,07 13 20 25 26 08 11,7,13,20,25,26,8,11
2014-07-28,14087,04 07 31 33 35 09 10,4,7,31,33,35,9,10
2014-07-26,14086,06 08 27 29 35 03 09,6,8,27,29,35,3,9
2014-07-23,14085,06 12 13 25 29 11 12,6,12,13,25,29,11,12
2014-07-21,14084,02 07 09 11 28 05 09,2,7,9,11,28,5,9
2014-07-19,14083,18 20 24 33 35 05 10,18,20,24,33,35,5,10
2014-07-16,14082,01 08 18 23 25 08 12,1,8,18,23,25,8,12
2014-07-14,14081,03 05 08 10 25 09 12,3,5,8,10,25,9,12
2014-07-12,14080,17 20 23 25 27 03 10,17,20,23,25,27,3,10
2014-07-09,14079,09 10 20 31 32 06 10,9,10,20,31,32,6,10
2014-07-07,14078,10 15 16 22 28 04 05,10,15,16,22,28,4,5
2014-07-05,14077,09 16 26 31 32 01 05,9,16,26,31,32,1,5
2014-07-02,14076,05 10 19 31 32 09 10,5,10,19,31,32,9,10
2014-06-30,14075,05 07 29 32 35 04 10,5,7,29,32,35,4,10
2014-06-28,14074,06 11 22 27 30 05 11,6,11,22,27,30,5,11
2014-06-25,14073,04 05 07 13 35 05 06,4,5,7,13,35,5,6
2014-06-23,14072,17 19 22 24 30 02 09,17,19,22,24,30,2,9
2014-06-21,14071,04 14 15 22 23 01 07,4,14,15,22,23,1,7
2014-06-18,14070,01 02 07 10 32 04 12,1,2,7,10,32,4,12
2014-06-16,14069,16 22 27 29 31 02 09,16,22,27,29,31,2,9
2014-06-14,14068,05 15 24 29 35 05 06,5,15,24,29,35,5,6
2014-06-11,14067,03 18 23 24 31 03 07,3,18,23,24,31,3,7
2014-06-09,14066,08 14 16 20 31 03 11,8,14,16,20,31,3,11
2014-06-07,14065,07 12 19 31 33 07 12,7,12,19,31,33,7,12
2014-06-04,14064,08 15 33 34 35 01 08,8,15,33,34,35,1,8
2014-06-02,14063,11 17 21 23 34 03 04,11,17,21,23,34,3,4
2014-05-31,14062,04 07 17 24 25 02 04,4,7,17,24,25,2,4
2014-05-28,14061,04 11 17 20 29 06 10,4,11,17,20,29,6,10
2014-05-26,14060,12 22 29 30 34 05 11,12,22,29,30,34,5,11
2014-05-24,14059,07 15 17 25 29 04 11,7,15,17,25,29,4,11
2014-05-21,14058,09 15 22 24 26 02 07,9,15,22,24,26,2,7
2014-05-19,14057,08 10 20 27 33 01 09,8,10,20,27,33,1,9
2014-05-17,14056,12 18 28 29 35 07 08,12,18,28,29,35,7,8
2014-05-14,14055,04 23 26 27 35 10 11,4,23,26,27,35,10,11
2014-05-12,14054,02 03 20 25 34 01 12,2,3,20,25,34,1,12
2014-05-10,14053,02 11 17 27 30 03 04,2,11,17,27,30,3,4
2014-05-07,14052,14 19 21 24 30 02 07,14,19,21,24,30,2,7
2014-05-05,14051,01 07 11 29 30 03 11,1,7,11,29,30,3,11
2014-05-03,14050,10 18 27 28 35 01 06,10,18,27,28,35,1,6
2014-04-30,14049,03 15 17 22 31 03 05,3,15,17,22,31,3,5
2014-04-28,14048,01 02 05 15 35 01 11,1,2,5,15,35,1,11
2014-04-26,14047,06 17 18 30 34 06 12,6,17,18,30,34,6,12
2014-04-23,14046,03 15 18 21 26 01 06,3,15,18,21,26,1,6
2014-04-21,14045,06 10 12 16 30 02 11,6,10,12,16,30,2,11
2014-04-19,14044,22 23 25 27 35 03 11,22,23,25,27,35,3,11
2014-04-16,14043,01 11 23 29 30 01 12,1,11,23,29,30,1,12
2014-04-14,14042,16 21 25 27 35 06 11,16,21,25,27,35,6,11
2014-04-12,14041,05 07 11 15 18 05 12,5,7,11,15,18,5,12
2014-04-09,14040,12 15 21 30 33 02 08,12,15,21,30,33,2,8
2014-04-07,14039,02 05 11 15 20 08 11,2,5,11,15,20,8,11
2014-04-05,14038,07 08 12 20 32 03 05,7,8,12,20,32,3,5
2014-04-02,14037,03 04 08 19 34 02 04,3,4,8,19,34,2,4
2014-03-31,14036,01 02 12 17 29 03 08,1,2,12,17,29,3,8
2014-03-29,14035,09 12 14 28 29 03 10,9,12,14,28,29,3,10
2014-03-26,14034,03 11 14 27 32 05 07,3,11,14,27,32,5,7
2014-03-24,14033,01 07 08 28 29 04 08,1,7,8,28,29,4,8
2014-03-22,14032,02 05 06 09 31 02 09,2,5,6,9,31,2,9
2014-03-19,14031,06 15 27 32 33 03 04,6,15,27,32,33,3,4
2014-03-17,14030,03 14 18 29 35 11 12,3,14,18,29,35,11,12
2014-03-15,14029,03 21 22 23 35 05 09,3,21,22,23,35,5,9
2014-03-12,14028,03 10 20 25 30 10 12,3,10,20,25,30,10,12
2014-03-10,14027,09 10 24 28 29 10 12,9,10,24,28,29,10,12
2014-03-08,14026,05 10 12 15 26 04 08,5,10,12,15,26,4,8
2014-03-05,14025,19 20 27 32 34 06 08,19,20,27,32,34,6,8
2014-03-03,14024,07 11 15 31 32 06 11,7,11,15,31,32,6,11
2014-03-01,14023,04 13 15 29 33 05 09,4,13,15,29,33,5,9
2014-02-26,14022,03 06 10 16 25 10 11,3,6,10,16,25,10,11
2014-02-24,14021,06 10 17 23 24 03 09,6,10,17,23,24,3,9
2014-02-22,14020,01 14 17 30 35 06 07,1,14,17,30,35,6,7
2014-02-19,14019,07 12 22 29 32 11 12,7,12,22,29,32,11,12
2014-02-17,14018,08 09 12 28 34 02 12,8,9,12,28,34,2,12
2014-02-15,14017,05 10 11 23 34 01 10,5,10,11,23,34,1,10
2014-02-12,14016,04 06 13 24 34 04 09,4,6,13,24,34,4,9
2014-02-10,14015,04 06 18 20 30 05 07,4,6,18,20,30,5,7
2014-02-08,14014,01 09 11 27 29 03 11,1,9,11,27,29,3,11
2014-01-29,14013,10 11 13 22 28 04 12,10,11,13,22,28,4,12
2014-01-27,14012,09 20 21 23 29 05 07,9,20,21,23,29,5,7
2014-01-25,14011,04 06 14 24 35 07 12,4,6,14,24,35,7,12
2014-01-22,14010,05 10 20 26 27 01 03,5,10,20,26,27,1,3
2014-01-20,14009,10 18 25 29 33 07 08,10,18,25,29,33,7,8
2014-01-18,14008,11 13 20 28 35 01 05,11,13,20,28,35,1,5
2014-01-15,14007,08 11 14 21 32 03 11,8,11,14,21,32,3,11
2014-01-13,14006,01 04 07 16 35 06 08,1,4,7,16,35,6,8
2014-01-11,14005,15 17 18 29 33 04 08,15,17,18,29,33,4,8
2014-01-08,14004,07 10 19 27 28 09 12,7,10,19,27,28,9,12
2014-01-06,14003,07 11 13 21 33 05 06,7,11,13,21,33,5,6
2014-01-04,14002,01 12 21 24 29 01 07,1,12,21,24,29,1,7
2014-01-01,14001,05 13 20 23 29 08 11,5,13,20,23,29,8,11
2013-12-30,13153,04 05 16 17 30 03 09,4,5,16,17,30,3,9
2013-12-28,13152,09 12 14 18 19 03 09,9,12,14,18,19,3,9
2013-12-25,13151,02 13 21 27 30 03 04,2,13,21,27,30,3,4
2013-12-23,13150,06 07 14 18 22 08 11,6,7,14,18,22,8,11
2013-12-21,13149,06 07 08 09 13 05 07,6,7,8,9,13,5,7
2013-12-18,13148,02 05 09 29 32 03 07,2,5,9,29,32,3,7
2013-12-16,13147,03 09 22 24 25 05 09,3,9,22,24,25,5,9
2013-12-14,13146,06 07 15 25 31 01 09,6,7,15,25,31,1,9
2013-12-11,13145,02 13 15 18 20 02 11,2,13,15,18,20,2,11
2013-12-09,13144,03 20 21 23 35 02 08,3,20,21,23,35,2,8
2013-12-07,13143,03 08 14 21 31 06 08,3,8,14,21,31,6,8
2013-12-04,13142,06 11 25 28 29 04 12,6,11,25,28,29,4,12
2013-12-02,13141,05 15 18 25 31 08 10,5,15,18,25,31,8,10
2013-11-30,13140,01 12 17 26 28 01 06,1,12,17,26,28,1,6
2013-11-27,13139,05 06 18 20 31 06 07,5,6,18,20,31,6,7
2013-11-25,13138,03 08 13 17 24 07 09,3,8,13,17,24,7,9
2013-11-23,13137,04 12 32 33 34 06 08,4,12,32,33,34,6,8
2013-11-20,13136,05 11 15 25 28 05 11,5,11,15,25,28,5,11
2013-11-18,13135,04 13 19 25 26 07 12,4,13,19,25,26,7,12
2013-11-16,13134,02 13 19 23 32 02 09,2,13,19,23,32,2,9
2013-11-13,13133,02 08 10 16 17 09 12,2,8,10,16,17,9,12
2013-11-11,13132,23 26 28 31 34 02 10,23,26,28,31,34,2,10
2013-11-09,13131,12 15 29 30 31 04 12,12,15,29,30,31,4,12
2013-11-06,13130,08 09 15 19 30 06 09,8,9,15,19,30,6,9
2013-11-04,13129,11 23 29 30 33 01 04,11,23,29,30,33,1,4
2013-11-02,13128,11 13 27 33 35 01 02,11,13,27,33,35,1,2
2013-10-30,13127,03 14 16 19 32 05 10,3,14,16,19,32,5,10
2013-10-28,13126,09 10 15 18 30 03 06,9,10,15,18,30,3,6
2013-10-26,13125,04 08 14 23 28 04 08,4,8,14,23,28,4,8
2013-10-23,13124,05 07 18 21 32 10 11,5,7,18,21,32,10,11
2013-10-21,13123,02 09 10 33 34 05 12,2,9,10,33,34,5,12
2013-10-19,13122,15 17 20 24 35 04 12,15,17,20,24,35,4,12
2013-10-16,13121,03 18 19 20 24 03 12,3,18,19,20,24,3,12
2013-10-14,13120,06 14 15 22 26 03 11,6,14,15,22,26,3,11
2013-10-12,13119,01 02 16 23 35 01 11,1,2,16,23,35,1,11
2013-10-09,13118,04 06 11 20 31 01 05,4,6,11,20,31,1,5
2013-10-07,13117,05 16 23 25 33 07 12,5,16,23,25,33,7,12
2013-10-05,13116,13 22 23 30 33 09 11,13,22,23,30,33,9,11
2013-10-02,13115,05 16 29 32 34 04 11,5,16,29,32,34,4,11
2013-09-30,13114,06 17 21 23 33 01 09,6,17,21,23,33,1,9
2013-09-28,13113,19 21 23 28 30 08 12,19,21,23,28,30,8,12
2013-09-25,13112,02 10 20 22 29 05 12,2,10,20,22,29,5,12
2013-09-23,13111,07 12 13 20 27 01 03,7,12,13,20,27,1,3
2013-09-21,13110,07 16 18 32 33 02 07,7,16,18,32,33,2,7
2013-09-18,13109,13 20 26 29 32 02 06,13,20,26,29,32,2,6
2013-09-16,13108,05 10 13 15 18 02 11,5,10,13,15,18,2,11
2013-09-14,13107,07 13 14 18 25 05 12,7,13,14,18,25,5,12
2013-09-11,13106,06 07 12 13 27 03 12,6,7,12,13,27,3,12
2013-09-09,13105,07 13 27 30 34 01 12,7,13,27,30,34,1,12
2013-09-07,13104,02 05 11 27 29 01 11,2,5,11,27,29,1,11
2013-09-04,13103,05 08 13 16 31 03 09,5,8,13,16,31,3,9
2013-09-02,13102,06 12 15 19 26 02 11,6,12,15,19,26,2,11
2013-08-31,13101,04 09 13 15 32 02 09,4,9,13,15,32,2,9
2013-08-28,13100,09 12 24 26 30 05 09,9,12,24,26,30,5,9
2013-08-26,13099,04 11 28 30 33 05 12,4,11,28,30,33,5,12
2013-08-24,13098,02 06 16 29 34 10 11,2,6,16,29,34,10,11
2013-08-21,13097,07 08 13 17 32 03 08,7,8,13,17,32,3,8
2013-08-19,13096,17 19 20 22 26 06 08,17,19,20,22,26,6,8
2013-08-17,13095,03 17 28 30 33 01 10,3,17,28,30,33,1,10
2013-08-14,13094,03 28 33 34 35 06 09,3,28,33,34,35,6,9
2013-08-12,13093,01 05 17 18 26 05 07,1,5,17,18,26,5,7
2013-08-10,13092,07 10 21 27 33 03 09,7,10,21,27,33,3,9
2013-08-07,13091,04 09 28 34 35 02 08,4,9,28,34,35,2,8
2013-08-05,13090,02 26 30 31 33 11 12,2,26,30,31,33,11,12
2013-08-03,13089,06 07 23 24 29 04 11,6,7,23,24,29,4,11
2013-07-31,13088,03 05 08 33 35 01 03,3,5,8,33,35,1,3
2013-07-29,13087,09 12 22 32 34 02 04,9,12,22,32,34,2,4
2013-07-27,13086,09 16 26 29 31 06 09,9,16,26,29,31,6,9
2013-07-24,13085,08 19 23 27 32 03 05,8,19,23,27,32,3,5
2013-07-22,13084,08 22 26 29 35 01 05,8,22,26,29,35,1,5
2013-07-20,13083,26 29 30 32 35 04 10,26,29,30,32,35,4,10
2013-07-17,13082,03 09 25 26 33 03 12,3,9,25,26,33,3,12
2013-07-15,13081,07 09 15 17 23 02 07,7,9,15,17,23,2,7
2013-07-13,13080,06 21 23 27 31 04 06,6,21,23,27,31,4,6
2013-07-10,13079,09 10 17 21 34 01 07,9,10,17,21,34,1,7
2013-07-08,13078,02 07 23 31 33 02 08,2,7,23,31,33,2,8
2013-07-06,13077,24 26 30 32 35 06 12,24,26,30,32,35,6,12
2013-07-03,13076,13 15 16 26 27 09 10,13,15,16,26,27,9,10
2013-07-01,13075,01 11 13 19 35 07 08,1,11,13,19,35,7,8
2013-06-29,13074,06 14 20 24 32 01 07,6,14,20,24,32,1,7
2013-06-26,13073,03 05 23 27 31 02 06,3,5,23,27,31,2,6
2013-06-24,13072,12 27 28 33 35 03 05,12,27,28,33,35,3,5
2013-06-22,13071,13 19 26 27 28 03 11,13,19,26,27,28,3,11
2013-06-19,13070,09 12 18 21 29 01 08,9,12,18,21,29,1,8
2013-06-17,13069,06 12 13 16 30 07 12,6,12,13,16,30,7,12
2013-06-15,13068,10 17 27 34 35 05 07,10,17,27,34,35,5,7
2013-06-12,13067,02 03 05 08 29 10 12,2,3,5,8,29,10,12
2013-06-10,13066,06 07 13 33 34 02 11,6,7,13,33,34,2,11
2013-06-08,13065,09 28 31 34 35 02 09,9,28,31,34,35,2,9
2013-06-05,13064,21 24 26 28 32 01 03,21,24,26,28,32,1,3
2013-06-03,13063,03 05 11 27 28 05 06,3,5,11,27,28,5,6
2013-06-01,13062,01 05 08 09 12 09 12,1,5,8,9,12,9,12
2013-05-29,13061,01 14 18 21 32 05 10,1,14,18,21,32,5,10
2013-05-27,13060,15 25 26 32 35 05 10,15,25,26,32,35,5,10
2013-05-25,13059,03 08 11 24 27 07 12,3,8,11,24,27,7,12
2013-05-22,13058,20 21 27 31 35 07 11,20,21,27,31,35,7,11
